e69de29bb2d1      0B .nojekyll
66ffa4d7a4ec    966B circle.yml
068fae740b9e    967B .travis.yml
24d45933ad93    969B acme_diags/plotset5/2017-04-28_15:59:30/index.html
3fd13ee3255e    971B acme_diags/set3/index.html
cbb04373419c    971B acme_diags/set7/index.html
d77c75191e20    971B acme_diags/acme_diags_demo/index.html
d996b9305866    971B acme_diags/set4/index.html
0786e4bbc08a    972B .travis.yml
10ab8e7fac15    973B acme_diags/tier1b_cloud/index.html
85d38201357e    973B circle.yml
58b69f1d9592    975B acme_diags/driver/default_diags/cosp_histogram_model_vs_obs.cfg
de8386fa8659    976B acme_diags/driver/default_diags/cosp_histogram_model_vs_obs.cfg
6730c1af3ee2    977B acme_diags/viewer/index_template.html
46e16b270283    978B acme_diags/viewer/index_template.html
708ed1557066    978B acme_diags/plotset5/set5basicparameter.py
4adbe7878fc2    980B setup.cfg
5229298dc64f    982B acme_diags/mydiags_cosp_histogram.pyc
1a33a2f39281    988B analysis_data_preprocess/create_GPCP_1DD_climo.sh
4ca6c27a9d8e    988B circle.yml
0fe8e23f62f2    990B acme_diags/parameter/__init__.py
685025474c7d    990B acme_diags/parameter/__init__.py
98be53890c88    990B acme_diags/parameter/__init__.py
189c1b13e9b5    991B acme_diags/parameter/__init__.py
66567f95c17e    991B analysis_data_preprocess/create_GPCP_1DD_climo.sh
2acb311e65bd    995B acme_diags/plotset5/set5basicparameter.py
41a3a1ff0398    995B circle.yml
d7a812cd8de1    995B examples/ex7-obs-vs-obs/diags.cfg
a57c16a921d0    996B examples/ex7-obs-vs-obs/diags.cfg
6395b8f97cf8    997B acme_diags/plotset5/set5basicparameter.py
6643dd84ac94    997B acme_diags/cloud_hist/index.html
7c617ad0a4fc    998B acme_diags/plotset5/set5_SSMI/index.json
f6594254aa0e    998B source/quickguides/.index.rst.un~
a301aaaaf1c5   1000B source/quickguides/.index.rst.un~
8b5856a13a9b   1001B setup.py
af84149e811a   1002B circle.yml
da170ca3b36e   1002B conda/.meta.yaml.un~
bcd76f4ea1a0   1004B docs/html/objects.inv
159421d7ae06   1006B .setup.py.un~
4d18dc19a1f1   1007B setup.py
7df8fbf1b74b   1011B acme_diags/driver/default_diags/cosp_histogram_model_vs_obs.cfg
e69cd2b6a87f   1011B conda/meta.yaml
aefdb41e7d8a   1012B acme_diags/.__init__.py.un~
30121f638928   1013B pyproject.toml
4f70cac2011c   1014B .travis.yml
4c9638eb88bc   1015B acme_diags/plot/__init__.py
399e52af9881   1017B examples/obs-vs-obs/mydiags.cfg
ae6ac24e0238   1019B acme_diags/metrics/__init__.py
fd1b1273b4bf   1019B acme_diags/metrics/__init__.py
b96452a52ae9   1020B acme_diags/mydiags_3457cosp.py
c090d82a8575   1020B acme_diags/mydiags_newobs_vs_oldobs.py
0e8c1c89296f   1025B acme_diags/oldfiles/newobs_rlut/index.html
270858baada7   1033B acme_diags/parameter/__init__.py
45ca2dfcd9ff   1033B examples/obs-vs-obs/mydiags.cfg
f117dfffada8   1038B acme_diags/plotset5/example_json/set5_diags_CLOUDSAT.json
9cd89b0adf2b   1039B acme_diags/plotset5/set5basicparameter.py
e3a46932b203   1041B acme_diags/plotset5/set5basicparameter.py
6725cd0b9685   1042B docs/html/objects.inv
f082f0077d71   1044B docs/html/objects.inv
ccf2315957f9   1045B .pre-commit-config.yaml
adc9785aa4a3   1046B examples/tutorials/tutorial_2020_climo_sets.py
c55f543242eb   1046B examples/tutorials/tutorial_2020_climo_sets.py
24ba66d003e3   1056B acme_diags/parameter/area_mean_time_series_parameter.py
a88c9c317af8   1064B setup.cfg
a13f42a1f0ef   1065B acme_diags/parameter/area_mean_time_series_parameter.py
ba14667fbc08   1069B .gitignore
b69bdd250392   1070B acme_diags/plotset5/set5parameter.py
bf1d9a21b155   1073B .travis.yml
0b1224147202   1074B .travis.yml
20d686f4e0f2   1074B .travis.yml
a351da622f8d   1078B acme_diags/plotset5/set5parameter.py
1ff223aa07f1   1079B acme_diags/viewer/area_mean_time_series_viewer.py
216a46af09f7   1080B acme_diags/plotset5_uvcmetrics.py
ba286d0bbcfb   1082B .travis.yml
4fb1d46bb837   1084B acme_diags/plotset5/set5parameter_lev.py
089202638b12   1086B acme_diags/plotset5/set5parameter_lev.py
e49eb0da93ec   1087B acme_diags/cloud_test_full.json
853ea840cd31   1088B .travis.yml
06901f73b190   1089B acme_diags/plotset5/set5parameter_lev.py
3cfd9fcd29e1   1089B acme_diags/plotset5/2017-04-28_15:59:30/set/index.html
e9d2c940c71e   1091B .travis.yml
11fc0a6e2af4   1092B .gitignore
67d87071da3b   1095B .travis.yml
e22caddd0507   1095B examples/ex6-model-vs-obs-custom/ex6.py
89008eb198ce   1096B acme_diags/plotset5/set5parameter_lev.py
12f6493fdd9b   1097B acme_diags/plotset5/set5parameter_lev.py
3361b5b91e38   1097B .travis.yml
577c7b1f3b73   1097B acme_diags/plotset5/set5parameter_lev.py
9423257407eb   1097B acme_diags/plotset5/set5parameter_lev.py
dc6dfba3933e   1098B acme_diags/plotset5/set7_diags_icefrac.json
f6a94aaa0373   1101B acme_diags/plotset5/set5_JRA25/index.json
1d04fce0b129   1102B acme_diags/parameter/enso_diags_parameter.py
4fe3096735ff   1103B examples/ex6-model-vs-obs-custom/ex6.py
3932f189596c   1104B examples/ex6-model-vs-obs-custom/ex6.py
dd4cdbf91e61   1105B .travis.yml
1e9dfb83191d   1108B acme_diags/driver/default_diags/zonal_mean_2d_model_vs_model.cfg
b576415dd19e   1110B .travis.yml
dc9ca10403d4   1110B docs/html/objects.inv
b6b2ece0d224   1111B docs/html/objects.inv
fc8e8f935113   1111B examples/ex6-model-vs-obs-custom/ex6.py
dfd5fe3f7f0e   1112B .travis.yml
e1e26a6bb157   1113B acme_diags/plotset5/set5_MERRA/index.json
ebbff2c2d605   1114B .gitignore
7ead48d62fb1   1115B acme_diags/driver/default_diags/meridional_mean_2d_model_vs_model.cfg~
6988a9dfde4f   1116B acme_diags/plotset5/example_json/set5_diags_ERA40.json
e24a59d14b07   1117B .travis.yml
3a65779ce123   1118B circle.yml
7b286fc68fbb   1118B acme_diags/plotset5/set5parameter.py
fc95262f57bb   1118B analysis_data_preprocess/create_ISLSCPII_COMP_RUNOFF_climo.sh
497907399e5c   1119B circle.yml
e1273210bd22   1123B acme_diags/tier1b_cloud/set-13/index.html
9c108d4c6700   1124B .travis.yml
590b836a9f92   1125B acme_diags/mydiags_tier1b_cloud.py
20eeea1dfac7   1128B analysis_data_preprocess/create_ERA5_U_climo.sh
9035e9922cad   1128B acme_diags/driver/default_diags/meridional_mean_2d_model_vs_model.cfg
fad28eed434b   1128B circle.yml
a34d2f860d23   1129B acme_diags/plotset5/example_json/set5_diags_MERRA.json
c19f5ee59bb2   1129B acme_diags/test_set3/set-3/index.html
5255a0021350   1131B analysis_data_preprocess/create_ERA5_U_climo.sh
b53ab5a31f75   1131B acme_diags/plotset5/testresults/set/index.html
499de88d1d27   1133B acme_diags/myresults_05_30_cartopy/index.html
e252c562dff9   1133B acme_diags/driver/default_diags/meridional_mean_2d_model_vs_model.cfg
e9adad535d83   1134B acme_diags/driver/default_diags/meridional_mean_2d_model_vs_model.cfg
f80497321770   1135B .gitignore
16c43b0ae29b   1136B acme_diags/parameter/__pycache__/area_mean_time_series_parameter.cpython-37.pyc
4f7f17f42aaf   1136B .gitignore
b8671bce707a   1139B docs/html/objects.inv
3d5f37fc07c7   1140B acme_diags/plot/__init__.py
d7e4b7ac2cae   1153B acme_diags/driver/cosp_histogram_AMWG_default.json
afac0085377b   1154B docs/html/objects.inv
17c4d0614fdd   1155B docs/html/objects.inv
05dcacc3e216   1157B setup.cfg
ab92f8a420d4   1158B docs/html-v2-2-0/objects.inv
57a69abc6ea8   1159B acme_diags/plotset5/set5_ERAI/index.json
42436cf2584e   1161B setup.py
e0a91dfc8bc2   1161B setup.py
b4a5892cfd31   1162B examples/model-vs-model/myparams.py
95b5721558cb   1164B .travis.yml
912313b54b80   1166B acme_diags/driver/default_diags/zonal_mean_2d_model_vs_model.cfg
73928498e62b   1167B examples/ex7-obs-vs-obs/ex7.py
8bb8ba24919d   1167B acme_diags/driver/default_diags/zonal_mean_2d_model_vs_model.cfg
48d9e798a6ee   1168B docs/html/objects.inv
a29ddcd859ac   1168B Dockerfile
5fe41603a205   1169B Dockerfile
eca9ce126f11   1169B docs/html/objects.inv
e0dcdfbd5401   1170B Dockerfile
77056d97c926   1175B acme_diags/plotset5/set5parameter.py
bcdfdf586347   1176B acme_diags/plotset5/set5parameter.py
f9990b767818   1177B acme_diags/table_all/viewer/index.json
80958777c82c   1180B acme_diags/plot/__init__.py
3fd86324da1b   1183B examples/ex7-obs-vs-obs/ex7.py
8bc9f2b59df9   1184B examples/ex7-obs-vs-obs/ex7.py
eee00ce2bd1e   1186B source/quickguides/.quick-guide-rhea.rst.un~
728c26c83f4e   1193B acme_diags/surfaceheatflux.json
14f7fe58bd84   1197B analysis_data_preprocess/fix_HadISST_timebounds_sic_mask.py
638c3714c10d   1197B acme_diags/set3_diags.json
d2dbf5ccfc15   1198B acme_diags/plotset5/set5_GPCP/index.json
fd6c7152084f   1200B acme_diags/parser/meridional_mean_2d_parser.py
7b00a2484a66   1206B _build_old/html-v2-3-0/objects.inv
78b792cb35a8   1207B acme_diags/parameter/meridional_mean_2d_parameter.py
176162e6932b   1210B acme_diags/derivations/acme.py
9f57920b671d   1210B acme_diags/parameter/meridional_mean_2d_parameter.py
101b0c797734   1211B acme_diags/plotset5/set5parameter.py
73d4084f2bfd   1211B acme_diags/plotset5/set5parameter.pyc
3946e9c5b267   1212B acme_diags/parameter/meridional_mean_2d_parameter.py
a9d36878004e   1213B acme_diags/plotset5/set5_LARYEA/index.json
2360965c84ff   1216B acme_diags/parameter/zonal_mean_2d_parameter.py
446af9123ae8   1219B examples/model-vs-model/myparams.py
c95b127d2c3a   1220B docs/html/objects.inv
d82484255f4f   1220B examples/model-vs-model/myparams.py
039832e15ab6   1227B acme_diags/parameter/zonal_mean_2d_parameter.py
ff7fcf3aa372   1229B acme_diags/parameter/zonal_mean_2d_parameter.py
33a6b531a14b   1230B acme_diags/parser/meridional_mean_2d_parser.py
adf737db4496   1240B acme_diags/parser/zonal_mean_2d_parser.py
49b27c704fda   1241B .travis.yml
874968909dea   1250B .travis.yml
4d088b2130c6   1251B acme_diags/plot/__init__.py
9e4428c3fc86   1251B acme_diags/viewer/__pycache__/area_mean_time_series_viewer.cpython-37.pyc
2bc337fbce9f   1259B acme_diags/parser/meridional_mean_2d_parser.py
014cc8eb1209   1264B setup.py
043b49698b44   1264B setup.py
220f5cd7d812   1270B acme_diags/parser/zonal_mean_2d_parser.py
1a1c0da26c8f   1273B analysis_data_preprocess/README
9a14669cf70a   1276B acme_diags/plotset5/set5_WHOI/index.json
a21fd3ffa860   1278B analysis_data_preprocess/README
746cb1ddc158   1279B analysis_data_preprocess/fix_HadISST_timebounds_sic_mask.py
c276bf0a7ab6   1282B acme_diags/plot/__init__.py
e7feb168ed13   1283B acme_diags/parameter/__pycache__/enso_diags_parameter.cpython-37.pyc
9fd1064d4edd   1288B Dockerfile
f5328413106a   1289B acme_diags/plot/__init__.py
509d87004c9a   1290B acme_diags/plot/__init__.py
56243ea0fb8a   1290B acme_diags/parameter/__pycache__/zonal_mean_2d_parameter.cpython-37.pyc
d371d2c90dd8   1290B sample_output/modTS_vs_modTS_3years/viewer/table-data/ANN_metrics_table.csv
c30e5965ff98   1291B acme_diags/container/__pycache__/__init__.cpython-37.pyc
259a038ad61f   1292B setup.py
2fd82079b4dd   1293B .gitignore
e00b5e1a67ea   1293B acme_diags/parser/__pycache__/zonal_mean_2d_parser.cpython-37.pyc
25aa7de2a76f   1294B acme_diags/driver/default_diags/arm_diags_model_vs_obs.cfg
aee268242efd   1294B acme_diags/set7/index.json
e62d36c0f648   1294B sample_output/modTS_vs_modTS_3years/viewer/table-data/DJF_metrics_table.csv
09c0d1438afd   1295B sample_output/modTS_vs_modTS_3years/viewer/table-data/MAM_metrics_table.csv
2b6926ee250d   1295B acme_diags/driver/default_diags/arm_diags_model_vs_obs.cfg
36169a212c97   1296B tests/test_acme_derivations.py
3f6b4ffd9c0e   1297B sample_output/modTS_vs_modTS_3years/viewer/table-data/JJA_metrics_table.csv
64131f8fb390   1298B acme_diags/viewer/area_mean_time_series_viewer.py
9880de88425b   1298B acme_diags/driver/default_diags/area_mean_time_series_model_vs_model.cfg
0bf9cf866095   1299B analysis_data_preprocess/fix_HadISST_timebounds_sic_mask.py
39267988a836   1299B acme_diags/parser/zonal_mean_2d_parser.py
6ae6c06201ac   1299B sample_output/modTS_vs_modTS_3years/viewer/table-data/SON_metrics_table.csv
c1af2455aca5   1299B Dockerfile
1532a4119e25   1300B examples/ex5-model-vs-obs/ex5.py
cfb948d5922b   1300B acme_diags/parser/zonal_mean_2d_parser.py
e0e732ea9e82   1300B Dockerfile~
1766aa03d976   1302B .gitignore
2b1e027eef40   1302B _build/html/master/objects.inv
0ae688154954   1303B _build_old/html-v2-4-0/objects.inv
20252940289c   1305B analysis_data_preprocess/fix_HadISST_timebounds_sic_mask.py
8a7b321798c7   1308B acme_diags/mydiags_cosp_histogram.py
12b5f40be271   1309B examples/ex5-model-vs-obs/ex5.py
4ab5fff7b7c4   1309B Dockerfile
52a7a139a9fc   1309B Dockerfile
5d1d7ed5114d   1309B Dockerfile
67cedc743917   1309B Dockerfile
6df8bcd08429   1309B Dockerfile
7b17d443e964   1309B Dockerfile
f860f4917584   1309B Dockerfile
fa0ca6f608f8   1309B Dockerfile
08678ab1f26a   1310B docs/html/objects.inv
3b8728f5576c   1310B Dockerfile
4b76ad5fd350   1310B acme_diags/parameter/__pycache__/meridional_mean_2d_parameter.cpython-37.pyc
4d96a836cf91   1310B Dockerfile
0b2a7bb3eafd   1311B examples/ex5-model-vs-obs/ex5.py
8bdcfa168cbd   1313B acme_diags/viewer/viewer.py
1302dac9c71c   1315B .travis.yml
425188ee5b6a   1317B examples/ex5-model-vs-obs/ex5.py
cd84ae216b93   1322B .travis.yml
51690c96853b   1323B acme_diags/parser/__pycache__/meridional_mean_2d_parser.cpython-37.pyc
7bd9594942c1   1323B examples/tutorials/tutorial_2020_climo_sets.py
6d76d47c4e5b   1325B acme_diags/parser/qbo_parser.py
2ce6a25f4ad2   1326B docs/html/objects.inv
6e254057ffbe   1326B analysis_data_preprocess/create_COREv2_Flux_climo.sh
bd57b6127845   1327B acme_diags/parser/meridional_mean_2d_parser.py
e8b5735c048e   1327B analysis_data_preprocess/README
fd2b5c6cc187   1331B .gitignore
0dad828c72b2   1332B .travis.yml
aa95f1b42c85   1332B .gitignore
fc3358f08501   1333B acme_diags/set5_ANN_PRECT_GPCP_model.py
234a77dfb085   1334B docs/html/objects.inv
58f10bda8437   1334B acme_diags/set5_ANN_PRECT_GPCP_model.py
4d4187a39eb8   1340B .gitignore
05f4cf59aa5f   1347B docs/html/objects.inv
c8a6199f7a92   1350B acme_diags/viewer/area_mean_time_series_viewer.py
d095f9cd620b   1352B acme_diags/set4/set-4/index.html
cdcddfd439be   1353B acme_diags/parameter/area_mean_time_series_parameter.py
9a55233ecb9e   1354B acme_diags/plotset5/example_json/set5_diags_ERAI.json
456c7c977078   1357B acme_diags/lat_lon_vector_model_vs_obs.cfg
ab2687d7fa14   1364B acme_diags/parser/qbo_parser.py
64bbc74d7cce   1365B acme_diags/parser/qbo_parser.py
bc940e058e51   1368B acme_diags/parser/__pycache__/qbo_parser.cpython-37.pyc
8f31b3b364f2   1370B .github/workflows/publish_to_anaconda.yml
95cc4b434a35   1372B examples/tutorials/tutorial_2020_climo_sets.py
6d6ecb288920   1373B acme_diags/plotset5/set5parameter.py
4a96c68dcc27   1377B examples/tutorials/tutorial_2020_climo_sets.py
21ba2fce7d63   1378B examples/tutorials/tutorial_2020_climo_sets.py
a06447e0f143   1383B acme_diags/cloud_hist/set-13/index.html
85a9185732a7   1386B acme_diags/plotset5/set5parameter.py
b48776eaafe7   1399B acme_diags/plotset5/set5_MERRA/set/index.html
d6ee35ed3bf5   1411B acme_diags/model_to_obs/viewer/table/summary-table/all-variables/-.html
c2112250fffd   1422B acme_diags/plot/__init__.py
97310bd2fd61   1428B acme_diags/plotset5/set5parameter.py
f1a6722d3ec5   1428B acme_diags/plotset5/set5parameter.py
7b3a7f9c6f6f   1430B acme_diags/plotset5/set5parameter.py
4fd19ec9d4b4   1432B acme_diags/plotset5/set5_CERES/set/index.html
f5ecb444daf2   1432B acme_diags/plotset5/set5parameter.py
66db5c535c32   1434B setup.py
afcd2f0632b1   1436B setup.py
1ed41cd33de5   1437B acme_diags/table/viewer/latitude-longitude/gpcp/prect-global/ann.html
6f7df3d84a76   1438B acme_diags/plotset5/set5_CERES-EBAF/set/index.html
5ad633fb62a8   1440B acme_diags/plotset5/set5_PRECT_GPCP/set/index.html
534357378007   1443B acme_diags/viewer/area_mean_time_series_viewer.py
bae4235214a5   1445B acme_diags/viewer/area_mean_time_series_viewer.py
d60a5cfda986   1452B acme_diags/plotset5/set5basicparameter.py
67edda118dae   1455B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/zonal_mean_2d/merra2/t-global/ann.html
ed465c688b17   1455B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/zonal_mean_2d/merra2/u-global/ann.html
cbd57c77874a   1462B acme_diags/plotset5/set5parameter.py
3240c79907e8   1463B acme_diags/metrics/__pycache__/__init__.cpython-37.pyc
34b7bf4149ad   1464B acme_diags/surface_heat_flux/viewer/lat_lon/whoi-oaflux/lhflx-global/ann.html
8582bfa5cf6d   1464B acme_diags/surface_heat_flux/viewer/lat_lon/whoi-oaflux/shflx-global/ann.html
9e9b0cd4ebdd   1464B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/zonal_mean_2d/merra2/omega-global/ann.html
ebfef6911af1   1469B acme_diags/plotset5/set5_GPCP/set/index.html
59ca5f51f784   1470B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/zonal_mean_2d/merra2/relhum-global/ann.html
0a66904282c3   1477B analysis_data_preprocess/split_vars.py
a9369e111e78   1477B tests/test_acme_derivations.py
e7e4d8e30603   1478B tests/system/all_sets_results/viewer/table/summary-table/all-variables/ann.html
6f5c57154861   1479B 1set/viewer/latitude-longitude/era-interim/t-850-mb-global/ann.html
bd2b3093dc28   1479B sample_output/modTS_vs_modTS_3years/viewer/table/summary-table/all-variables/son.html
f6bbd05d2744   1479B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-ssmi/tgcldlwp_ocn-global/ann.html
bdd697e5c2f8   1480B sample_output/modTS_vs_modTS_3years/viewer/table/summary-table/all-variables/ann.html
067de431222d   1483B acme_diags/plotset5/set5_XIEARKIN/set/index.html
326d28397e42   1483B .Dockerfile.un~
210537b633f2   1485B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/zonal_mean_2d/era-interim/u-global/ann.html
e04da75ba7a0   1485B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/zonal_mean_2d/era-interim/t-global/ann.html
e099c3459a0e   1485B acme_diags/plotset5/set5basicparameter.py
d51a7d7b6fa3   1487B analysis_data_preprocess/README
8d9e740ef834   1489B acme_diags/plotset5/set5basicparameter.py
fadd8f850b53   1489B acme_diags/plot/__init__.py
8d8a074ba39f   1493B tests/1set/viewer/index.html
ffd48100b3a2   1493B 1set/viewer/index.html
02396fcf63d2   1496B analysis_data_preprocess/README
f35b836718e3   1497B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/zonal_mean_2d/era-interim/omega-global/ann.html
528b17ddf7a6   1499B sample_output/modTS_vs_modTS_3years/viewer/provenance/index.html
81fac11dd6bc   1499B sample_output/modTS_vs_modTS_3years/viewer/provenance/index.html
1178a33ce1d2   1500B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/zonal_mean_2d/era-interim/relhum-global/ann.html
64dc4a0d7a87   1500B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-calipso/cldhgh_cal-global/ann.html
733d01bac6dc   1500B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-calipso/cldtot_cal-global/ann.html
99b0a47e7463   1500B acme_diags/oldfiles/newobs_lat_lon/viewer/index.html
b38d693619cc   1500B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-calipso/cldlow_cal-global/ann.html
b73557ca13ad   1500B acme_diags/3457cosp/viewer/index.html
e90eed66a37a   1500B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-calipso/cldmed_cal-global/ann.html
981657a14dbd   1505B acme_diags/surface_heat_flux/viewer/index.html
09138fecca6a   1506B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-misr/cldlow_tau94_misr-global/ann.html
2f06b76ba547   1506B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-misr/cldlow_tau13_misr-global/ann.html
58dac5115045   1506B acme_diags/plotset5/set5basicparameter.py
ad304324f607   1506B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-misr/cldtot_tau13_misr-global/ann.html
c92576e68cb4   1506B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-misr/cldtot_tau94_misr-global/ann.html
b2fe0379bdec   1510B acme_diags/parser/__pycache__/streamflow_parser.cpython-37.pyc
37c75f7352fb   1512B acme_diags/acme_digs_v1_zonal_mean_xy/viewer/index.html
55124c5604e3   1512B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/index.html
37f1d8e21fef   1513B acme_diags/model_to_obs/viewer/provenance/index.html
550c07829169   1513B acme_diags/model_to_obs_meridional_mean/viewer/provenance/index.html
923ed48f5247   1513B acme_diags/acme_digs_v1_zonal_mean_2d_cdms/viewer/index.json
44ec80e5b0de   1514B acme_diags/acme_digs_v1/viewer/index.html
52a5663da3ff   1514B acme_diags/acme_digs_v1_lat_lon_cosp/viewer/index.html
f7acfb763579   1514B docs/html-v2-2-0/_sources/quickguides/quick-guide-multiprocessing-compy.rst.txt
287ec41626e5   1515B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-isccp/cldtot_tau13_isccp-global/ann.html
2fa84316a466   1515B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-isccp/cldtot_tau94_isccp-global/ann.html
4c082a926965   1515B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-modis/cldhgh_tau94_modis-global/ann.html
6ed15dddcf92   1515B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-modis/cldtot_tau13_modis-global/ann.html
79c470720d23   1515B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-modis/cldtot_tau94_modis-global/ann.html
8ec87c0588d4   1515B acme_diags/plotset5_uvcmetrics.py
ad39d783c0b5   1515B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-modis/cldhgh_tau13_modis-global/ann.html
4302edbe97ca   1517B tests/system/all_sets_results/viewer/provenance/index.html
5b92bf70a42f   1517B acme_diags/acme_digs_v1_zonal_mean_2d/viewer/index.html
1e688d8de668   1518B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-misr/cldtot_tau13_94_misr-global/ann.html
e4a86de98333   1518B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-misr/cldlow_tau13_94_misr-global/ann.html
775937bbc08a   1520B acme_diags/driver/default_diags/area_mean_time_series_model_vs_obs.cfg
b58c056cf6ad   1520B docs/html/_sources/quickguides/quick-guide-multiprocessing-compy.rst.txt
c68a390aadd8   1520B _build/html/master/_sources/quickguides/quick-guide-multiprocessing-lcrc.rst.txt
0d34df351a78   1525B acme_diags/plotset5/set5_PRECL/set/index.html
2bb06a80c662   1527B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-modis/cldhgh_tau13_94_modis-global/ann.html
a6811ea4d368   1527B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-isccp/cldtot_tau13_94_isccp-global/ann.html
c4614e6899ca   1527B acme_diags/tier1b_long_name_test/viewer/lat_lon/cloud-modis/cldtot_tau13_94_modis-global/ann.html
a2407c8235d9   1528B tests/complete_run_v2_3_0.py
31a039fbec00   1530B acme_diags/parser/__pycache__/enso_diags_parser.cpython-37.pyc
569eb358fa67   1531B acme_diags/plotset5/set5_CLOUDSAT/set/index.html
20cea0a40a43   1532B acme_diags/tier1b_cloud.json
f114d7ed8b54   1532B acme_diags/plotset5/set5_UWisc_LWP/set/index.html
aa3782b4fd5d   1535B acme_diags/table_all/viewer/index.html
3589e716a072   1540B acme_diags/table/viewer/index.html
86926f9cbe70   1541B LICENSE
5a0fa2b803b3   1543B acme_diags/table_all/viewer/latitude-longitude/gpcp/prect-global/jja.html
8ef674463dd2   1544B acme_diags/table_all/viewer/latitude-longitude/gpcp/prect-global/ann.html
7bb64b42fe42   1546B acme_diags/table_all/viewer/latitude-longitude/gpcp/prect-tropics/jja.html
3b98af188252   1547B analysis_data_preprocess/create_COREv2_Flux_climo.sh
da8a03bffecb   1547B acme_diags/table_all/viewer/latitude-longitude/gpcp/prect-tropics/ann.html
97540ea3de04   1553B acme_diags/plotset5/set5basicparameter.py
bd27876cb82d   1553B acme_diags/parser/enso_diags_parser.py
d8d1b447c4ed   1556B acme_diags/plotset5/set5basicparameter.py
a12f25c6b66a   1558B acme_diags/plotset5/set5basicparameter.py
0ddb17684110   1570B acme_diags/plotset5/set5_ERAI/set/index.html
bc637d7471bd   1575B _build/html/master/_sources/quickguides/quick-guide-multiprocessing-compy.rst.txt
7fb1e6204c61   1576B acme_diags/tier1b_long_name_test/viewer/index.html
6549263f547a   1585B acme_diags/table_all/viewer/latitude-longitude/sst_cl_hadisst/sst-global/jja.html
07078dcf61e6   1586B sample_output/modTS_vs_modTS_3years/viewer/table/summary-table/all-variables/djf.html
33aad76907d9   1586B sample_output/modTS_vs_modTS_3years/viewer/table/summary-table/all-variables/mam.html
78a9b6649a58   1586B sample_output/modTS_vs_modTS_3years/viewer/table/summary-table/all-variables/jja.html
e1e6a36ad554   1586B acme_diags/table_all/viewer/latitude-longitude/sst_cl_hadisst/sst-global/ann.html
022f0d3da5a4   1588B acme_diags/parser/__pycache__/area_mean_time_series_parser.cpython-37.pyc
c8dccb925c30   1588B acme_diags/parser/diurnal_cycle_parser.py
44169a80a6a3   1590B tests/system/all_sets_results/viewer/taylor/summary-taylor-diagrams/all-variables/ann.html
2206ed9f9ad1   1591B acme_diags/container/__init__.py
6732c04119a4   1591B sample_output/modTS_vs_modTS_3years/viewer/taylor/summary-taylor-diagrams/all-variables/son.html
3ce33c9b52ae   1592B sample_output/modTS_vs_modTS_3years/viewer/taylor/summary-taylor-diagrams/all-variables/ann.html
0d07b003ba87   1593B acme_diags/container/__init__.py
12c3944d473b   1595B acme_diags/parser/area_mean_time_series_parser.py
e58d4bdd96cd   1599B tests/complete_run_v2_3_0.py
11e67b38260e   1602B acme_diags/viewer/main.py
4f66c91c5220   1602B acme_diags/parser/enso_diags_parser.py
0f23cd90c934   1603B acme_diags/parser/enso_diags_parser.py
1b376c112d97   1610B acme_diags/plotset5/set5_ANN_PRECT_GPCP_model.py
acdce5750393   1611B acme_diags/set5/set-7/index.html
b98ab984be2a   1612B analysis_data_preprocess/README
05b94babcd36   1617B acme_diags/plotset5/set5_JRA25/set/set5_jra25/t-global/ann.html
6f387ec64d5c   1617B sample_output/modTS_vs_modTS_3years/viewer/viewer/css/viewer.css
10afd6f6c3ac   1623B acme_diags/plotset5/set5_JRA25/set/set5_jra25/z3-global/ann.html
c8953fc521f6   1623B analysis_data_preprocess/README
b545f73fb305   1625B acme_diags/plotset5/set5_ERBE/set/erbe-feb1985-apr1989/restom-global/erbe_restom_ann_global.html
184af9692ef7   1630B acme_diags/newobs1_lat_lon/viewer/index.html
